Country_Name,Country_Code,Time_Code,Time,Access_to_Clean_Fuels_and_Technologies_for_cooking_percent_of_total_population_[2.1_ACCESS.CFT.TOT],Access_to_electricity_percent_of_rural_population_with_access_[1.2_ACCESS.ELECTRICITY.RURAL],Access_to_electricity_percent_of_urban_population_with_access_[1.3_ACCESS.ELECTRICITY.URBAN],Energy_intensity_level_of_primary_energy_MJ/2011_USD_PPP_[6.1_PRIMARY.ENERGY.INTENSITY],Renewable_electricity_output_GWh_[4.1.2_REN.ELECTRICITY.OUTPUT],Renewable_electricity_share_of_total_electricity_output_percent_[4.1_SHARE.RE.IN.ELECTRICITY],Renewable_energy_share_of_TFEC_percent_[2.1_SHARE.TOTAL.RE.IN.TFEC],Total_electricity_output_GWh_[4.1.1_TOTAL.ELECTRICITY.OUTPUT]
Eritrea,ERI,YR2015,1.0,0.150135938,0.375410243,0.693225477,0.130259233,4.34e-06,0.004926312,0.827557033,0.000130111
Estonia,EST,YR2000,0.0,0.792669419,1.0,1.0,0.347122901,3.91e-05,0.002114501,0.205802527,0.003079237
Estonia,EST,YR2001,0.066666667,0.808679891,1.0,1.0,0.338350683,3.91e-05,0.002121979,0.196508389,0.003068324
Estonia,EST,YR2002,0.133333333,0.82146813,1.0,1.0,0.295341152,6.51e-05,0.003518382,0.201431317,0.00308433
Estonia,EST,YR2003,0.2,0.83133622,1.0,1.0,0.306884873,0.000106331,0.004823509,0.205728633,0.003678012
Estonia,EST,YR2004,0.266666667,0.846843218,1.0,1.0,0.289756204,0.000130201,0.005823223,0.207358994,0.003730759
Estonia,EST,YR2005,0.333333333,0.855402276,1.0,1.0,0.24929023,0.000240872,0.010877472,0.195678133,0.003694745
Estonia,EST,YR2006,0.4,0.865471755,1.0,1.0,0.208199931,0.000282102,0.013358548,0.178060386,0.003522679
Estonia,EST,YR2007,0.466666667,0.874937066,1.0,1.0,0.220365142,0.000314652,0.011895489,0.192607393,0.004416839
Estonia,EST,YR2008,0.533333333,0.882992649,1.0,1.0,0.226959648,0.000427493,0.018619049,0.209453111,0.003831525
Estonia,EST,YR2009,0.6,0.891853791,1.0,1.0,0.240428095,0.001173978,0.061626883,0.249911767,0.003176002
Estonia,EST,YR2010,0.666666667,0.899707985,1.0,1.0,0.284547008,0.002265496,0.080534036,0.260713023,0.004698401
Estonia,EST,YR2011,0.733333333,0.904742725,1.0,1.0,0.25710707,0.002558448,0.091448758,0.259194696,0.004672573
Estonia,EST,YR2012,0.8,0.911187192,1.0,1.0,0.232749082,0.003205113,0.123427858,0.258416777,0.004335717
Estonia,EST,YR2013,0.866666667,0.915919847,1.0,1.0,0.262191926,0.002647419,0.091905878,0.25392131,0.004811535
Estonia,EST,YR2014,0.933333333,0.920853892,1.0,1.0,0.240720976,0.003014151,0.111606744,0.262748182,0.004509966
Estonia,EST,YR2015,1.0,0.925586547,1.0,1.0,0.203486231,0.003259363,0.144193359,0.285061644,0.003771866
Ethiopia,ETH,YR2000,0.0,0.003826402,0.000826584,0.709815582,1.0,0.003582695,0.986301307,0.99547806,0.000591378
Ethiopia,ETH,YR2002,0.133333333,0.006243077,0.0,0.762100697,1.0,0.004389941,0.989767024,0.985762269,0.000725975
Ethiopia,ETH,YR2003,0.2,0.007753499,0.014665314,0.768677004,1.0,0.004947635,0.993072493,0.982951644,0.000817646
Ethiopia,ETH,YR2004,0.266666667,0.008961837,0.030205038,0.775290054,1.0,0.005470609,0.992951723,0.982046233,0.000906044
Ethiopia,ETH,YR2005,0.333333333,0.011076427,0.015874377,0.825645496,1.0,0.006147653,0.995823321,0.986901893,0.001017359
Ethiopia,ETH,YR2006,0.4,0.012788239,0.061603435,0.788764059,1.0,0.00707208,0.996982256,0.984990353,0.0011716
Ethiopia,ETH,YR2007,0.466666667,0.014197966,0.077454617,0.795693665,1.0,0.007345502,0.954367131,0.981170355,0.001272729
Ethiopia,ETH,YR2008,0.533333333,0.016816031,0.092024429,0.802788013,0.973889763,0.007182751,0.876393198,0.980568107,0.001356397
Ethiopia,ETH,YR2009,0.6,0.018326453,0.106852201,0.810034731,0.914128793,0.007699214,0.88881437,0.981489074,0.001434609
Ethiopia,ETH,YR2010,0.666666667,0.020138959,0.121882671,0.817412146,0.82576113,0.010739406,0.993816265,0.980581794,0.001794019
Ethiopia,ETH,YR2011,0.733333333,0.021447991,0.044966775,0.819549185,0.760290121,0.013668926,0.994201534,0.975347967,0.002287298
Ethiopia,ETH,YR2012,0.8,0.023361192,0.152472647,0.832471624,0.714179232,0.016448716,0.998460746,0.9726231,0.002750021
Ethiopia,ETH,YR2013,0.866666667,0.02436814,0.167991514,0.840110245,0.661473041,0.018866113,0.999122055,0.964848337,0.003154175
Ethiopia,ETH,YR2014,0.933333333,0.025777867,0.119202551,0.902245861,0.614694717,0.020641186,0.999726118,0.955166694,0.003480118
Ethiopia,ETH,YR2015,1.0,0.027288289,0.199304259,0.855496324,0.565291552,0.02263977,0.999658155,0.956160679,0.003779141
Fiji,FJI,YR2000,0.0,0.306514953,0.605608927,0.894938722,0.080465029,0.000899217,0.602335451,0.548566298,0.000232691
Fiji,FJI,YR2001,0.066666667,0.311046219,0.626336332,0.90034211,0.098499703,0.001004624,0.63772053,0.468470264,0.000246514
Fiji,FJI,YR2002,0.133333333,0.319605276,0.693325991,0.90306865,0.072920317,0.000976937,0.588526188,0.532170382,0.000260702
Fiji,FJI,YR2003,0.2,0.324438627,0.68901229,0.902459019,0.085529922,0.000745897,0.423333803,0.475406577,0.0002778
Fiji,FJI,YR2004,0.266666667,0.330077535,0.68907238,0.9164986,0.11371441,0.00079717,0.45021436,0.404118243,0.000279256
Fiji,FJI,YR2005,0.333333333,0.335212969,0.710498875,0.921980592,0.077116197,0.000735069,0.411588567,0.452383187,0.000281819
Fiji,FJI,YR2006,0.4,0.3423623,0.732339944,0.927568071,0.088959813,0.000740529,0.406274715,0.429609732,0.000287988
Fiji,FJI,YR2007,0.466666667,0.349410935,0.830672119,0.933295363,0.074912142,0.001110692,0.612270844,0.394629686,0.000286533
Fiji,FJI,YR2008,0.533333333,0.353539422,0.759837233,0.956960042,0.049490396,0.001084344,0.649453301,0.47255745,0.000262321
Fiji,FJI,YR2009,0.6,0.358876246,0.80124105,0.945231988,0.020376636,0.001014272,0.601320115,0.362959293,0.00026519
Fiji,FJI,YR2010,0.666666667,0.364716544,0.825378627,0.951407089,0.053743447,0.000911491,0.502959759,0.307218236,0.000286232
Fiji,FJI,YR2011,0.733333333,0.370355453,0.850048115,0.957691026,0.052090667,0.001001345,0.575963128,0.351960275,0.000273877
Fiji,FJI,YR2012,0.8,0.374987413,0.875217653,0.964062126,0.042198676,0.0011546,0.662339021,0.340155125,0.000274658
Fiji,FJI,YR2013,0.866666667,0.37891451,0.859252982,0.966592214,0.053337073,0.001156065,0.621302703,0.377823473,0.000294355
Fiji,FJI,YR2014,0.933333333,0.384049945,0.926896536,0.976978369,0.045978388,0.000879507,0.471682519,0.358669427,0.00029501
Fiji,FJI,YR2015,1.0,0.387372873,0.953332548,0.983479979,0.131484181,0.000893228,0.450177495,0.3243515,0.000315052
Finland,FIN,YR2000,0.0,1.0,1.0,1.0,0.266421436,0.050732788,0.334114102,0.328517423,0.02543796
Finland,FIN,YR2001,0.066666667,1.0,1.0,1.0,0.266504752,0.04675732,0.28928782,0.303328065,0.027078587
Finland,FIN,YR2002,0.133333333,1.0,1.0,1.0,0.279500123,0.043031404,0.264569694,0.30616077,0.027249197
Finland,FIN,YR2003,0.2,1.0,1.0,1.0,0.292532167,0.041371342,0.226096218,0.294056121,0.030658136
Finland,FIN,YR2004,0.266666667,1.0,1.0,1.0,0.281696996,0.055619663,0.298585377,0.322534561,0.031210711
Finland,FIN,YR2005,0.333333333,1.0,1.0,1.0,0.241974777,0.050925919,0.332506476,0.326938958,0.025658408
Finland,FIN,YR2006,0.4,1.0,1.0,1.0,0.25789057,0.048751564,0.272948423,0.32413722,0.029925493
Finland,FIN,YR2007,0.466666667,1.0,1.0,1.0,0.234650208,0.052781283,0.299390824,0.329839686,0.029537344
Finland,FIN,YR2008,0.533333333,1.0,1.0,1.0,0.218833724,0.060285196,0.358794177,0.36032113,0.028150269
Finland,FIN,YR2009,0.6,1.0,1.0,1.0,0.228466556,0.047087162,0.30109893,0.338199379,0.026199342
Finland,FIN,YR2010,0.666666667,1.0,1.0,1.0,0.24949494,0.052503521,0.299923175,0.348401079,0.029329629
Finland,FIN,YR2011,0.733333333,1.0,1.0,1.0,0.227264185,0.05246012,0.328920714,0.365788063,0.026720268
Finland,FIN,YR2012,0.8,1.0,1.0,1.0,0.220062122,0.061975637,0.405635242,0.402562838,0.025596202
Finland,FIN,YR2013,0.866666667,1.0,1.0,1.0,0.215660304,0.055615323,0.359684826,0.399212239,0.025903956
Finland,FIN,YR2014,0.933333333,1.0,1.0,1.0,0.222397808,0.057008472,0.385820898,0.427799859,0.024752971
Finland,FIN,YR2015,1.0,1.0,1.0,1.0,0.205881097,0.066239718,0.445008738,0.448549322,0.024936314
France,FRA,YR2000,0.0,1.0,1.0,1.0,0.137652394,0.150603403,0.129684136,0.096027463,0.194669151
France,FRA,YR2001,0.066666667,1.0,1.0,1.0,0.141180868,0.168692651,0.142569624,0.097471826,0.19834401
France,FRA,YR2002,0.133333333,1.0,1.0,1.0,0.139028134,0.139328004,0.115977565,0.089935025,0.201379351
France,FRA,YR2003,0.2,1.0,1.0,1.0,0.141412963,0.136834656,0.112304831,0.091789995,0.204243718
France,FRA,YR2004,0.266666667,1.0,1.0,1.0,0.138215076,0.138750779,0.112434542,0.092206613,0.206865083
France,FRA,YR2005,0.333333333,1.0,1.0,1.0,0.13533261,0.122226113,0.098610551,0.089189677,0.207774521
France,FRA,YR2006,0.4,1.0,1.0,1.0,0.125886066,0.135276585,0.109480293,0.087770437,0.207127729
France,FRA,YR2007,0.466666667,1.0,1.0,1.0,0.117905697,0.14302354,0.116914106,0.096705218,0.205065123
France,FRA,YR2008,0.533333333,1.0,1.0,1.0,0.118455158,0.160203551,0.129797466,0.108655761,0.20689855
France,FRA,YR2009,0.6,1.0,1.0,1.0,0.115283345,0.151165437,0.131277073,0.116424025,0.193024523
France,FRA,YR2010,0.666666667,1.0,1.0,1.0,0.117870118,0.169684348,0.138579333,0.122896407,0.205255377
France,FRA,YR2011,0.733333333,1.0,1.0,1.0,0.104980479,0.139746817,0.115752267,0.113225366,0.202377551
France,FRA,YR2012,0.8,1.0,1.0,1.0,0.105044952,0.180189392,0.148279683,0.128364717,0.203997078
France,FRA,YR2013,0.866666667,1.0,1.0,1.0,0.104745182,0.209779721,0.170459923,0.139822608,0.20630014
France,FRA,YR2014,0.933333333,1.0,1.0,1.0,0.093501709,0.199222596,0.164565866,0.138470279,0.202597635
France,FRA,YR2015,1.0,1.0,1.0,1.0,0.094477585,0.193906059,0.158583235,0.140049686,0.204967631
Gabon,GAB,YR2000,0.0,0.58433189,0.294760129,0.880512298,0.03102785,0.001757712,0.615995097,0.755055428,0.000460783
Gabon,GAB,YR2001,0.066666667,0.603161817,0.107078581,0.896963074,0.038089463,0.001920464,0.629023922,0.751334608,0.00049425
Gabon,GAB,YR2002,0.133333333,0.621387574,0.114588138,0.90051569,0.068661087,0.002018114,0.627556358,0.828013119,0.000521533
Gabon,GAB,YR2003,0.2,0.64082167,0.124355485,0.904070817,0.09502972,0.001968204,0.591289159,0.86759608,0.000540813
Gabon,GAB,YR2004,0.266666667,0.651092539,0.136700637,0.907662688,0.125916743,0.001955184,0.58508917,0.889848693,0.000542632
Gabon,GAB,YR2005,0.333333333,0.669620381,0.343916251,0.917090166,0.152012729,0.001779413,0.520987272,0.884334299,0.000555
Gabon,GAB,YR2006,0.4,0.686335716,0.170147686,0.915094242,0.195392593,0.002068025,0.572396081,0.893794509,0.000588104
Gabon,GAB,YR2007,0.466666667,0.696304501,0.191958951,0.919002575,0.211790749,0.001755542,0.466570652,0.906173425,0.000613204
Gabon,GAB,YR2008,0.533333333,0.709394824,0.217532171,0.923075744,0.255375363,0.001957354,0.49508088,0.906499009,0.000645217
Gabon,GAB,YR2009,0.6,0.718658745,0.2468921,0.927301283,0.288949541,0.002068025,0.520218054,0.913959768,0.000649946
Gabon,GAB,YR2010,0.666666667,0.733863659,0.279919437,0.931657426,0.308349004,0.001987734,0.473404622,0.891007171,0.000685232
Gabon,GAB,YR2011,0.733333333,0.744638002,0.316644703,0.936122497,0.205219195,0.001842343,0.415989793,0.827568716,0.000721973
Gabon,GAB,YR2012,0.8,0.755815124,0.447244426,0.976834017,0.155812341,0.001996414,0.425156242,0.783432062,0.000764899
Gabon,GAB,YR2013,0.866666667,0.763669318,0.372005464,0.930502051,0.256373951,0.002046324,0.449923216,0.85308007,0.000806005
Gabon,GAB,YR2014,0.933333333,0.771422817,0.446847399,0.949952871,0.222130347,0.001749032,0.403420113,0.843991853,0.000843474
Gabon,GAB,YR2015,1.0,0.779780485,0.496238934,0.954635615,0.214280907,0.002018114,0.437459324,0.85080003,0.000755804
"Gambia, The",GMB,YR2000,0.0,0.025173699,0.179293402,0.404512311,0.123105942,0.0,0.0,0.654996154,1.52e-05
"Gambia, The",GMB,YR2001,0.066666667,0.024972309,0.085720987,0.410887966,0.115578638,0.0,0.0,0.654996154,1.52e-05
