Country_Name,Country_Code,Time_Code,Time,Access_to_Clean_Fuels_and_Technologies_for_cooking_percent_of_total_population_[2.1_ACCESS.CFT.TOT],Access_to_electricity_percent_of_rural_population_with_access_[1.2_ACCESS.ELECTRICITY.RURAL],Access_to_electricity_percent_of_urban_population_with_access_[1.3_ACCESS.ELECTRICITY.URBAN],Energy_intensity_level_of_primary_energy_MJ/2011_USD_PPP_[6.1_PRIMARY.ENERGY.INTENSITY],Renewable_electricity_output_GWh_[4.1.2_REN.ELECTRICITY.OUTPUT],Renewable_electricity_share_of_total_electricity_output_percent_[4.1_SHARE.RE.IN.ELECTRICITY],Renewable_energy_share_of_TFEC_percent_[2.1_SHARE.TOTAL.RE.IN.TFEC],Total_electricity_output_GWh_[4.1.1_TOTAL.ELECTRICITY.OUTPUT]
Croatia,HRV,YR2006,0.4,0.868391904,1.0,1.0,0.113568149,0.014424092,0.514375558,0.26473136,0.004683487
Croatia,HRV,YR2007,0.466666667,0.874634981,1.0,1.0,0.111116357,0.010292383,0.378094577,0.235214951,0.004545979
Croatia,HRV,YR2008,0.533333333,0.883999597,1.0,1.0,0.101350713,0.012677229,0.457103669,0.250608346,0.00463183
Croatia,HRV,YR2009,0.6,0.891048233,1.0,1.0,0.11055003,0.016249075,0.560083034,0.281964022,0.004846094
Croatia,HRV,YR2010,0.666666667,0.898398953,1.0,1.0,0.111649008,0.020176802,0.628439115,0.308904734,0.005364838
Croatia,HRV,YR2011,0.733333333,0.904742725,1.0,1.0,0.107001644,0.011477211,0.470403689,0.282046841,0.004072708
Croatia,HRV,YR2012,0.8,0.908468432,1.0,1.0,0.098909286,0.011418621,0.496763709,0.305241473,0.00383589
Croatia,HRV,YR2013,0.866666667,0.912697614,1.0,1.0,0.096752518,0.020126892,0.665045113,0.34067662,0.005055992
Croatia,HRV,YR2014,0.933333333,0.919041386,1.0,1.0,0.086815768,0.021563442,0.739610867,0.349087122,0.004870103
Croatia,HRV,YR2015,1.0,0.922263619,1.0,1.0,0.092077228,0.016296815,0.668296056,0.343684803,0.004070525
Cuba,CUB,YR2000,0.0,0.681200282,0.878614475,1.0,0.101723644,0.002241626,0.06872291,0.3572066,0.005450689
Cuba,CUB,YR2001,0.066666667,0.69207532,0.890146484,0.999317774,0.090621139,0.002180865,0.065693289,0.353262441,0.005547817
Cuba,CUB,YR2002,0.133333333,0.701641325,0.901863631,0.999802328,0.07452227,0.002267666,0.066567507,0.361149047,0.005693327
Cuba,CUB,YR2003,0.2,0.711106636,0.914606758,0.999968651,0.067008253,0.001840173,0.05363916,0.348292426,0.005733706
Cuba,CUB,YR2004,0.266666667,0.720068472,0.928257881,0.999998419,0.053764568,0.001903103,0.056098012,0.350409811,0.005669681
Cuba,CUB,YR2005,0.333333333,0.728124056,0.942344203,1.0,0.029718226,0.001058967,0.031809426,0.273042965,0.005563459
Cuba,CUB,YR2006,0.4,0.73597825,0.956945056,1.0,0.014765748,0.001085008,0.030361328,0.227910136,0.005973434
Cuba,CUB,YR2007,0.466666667,0.744335918,0.971623766,1.0,0.001025054,0.001165298,0.030471076,0.192901081,0.006393594
Cuba,CUB,YR2008,0.533333333,0.751787333,0.984704277,1.0,0.003169085,0.001523351,0.039709773,0.194335633,0.006413602
Cuba,CUB,YR2009,0.6,0.756922767,0.993908311,1.0,0.008130912,0.001510331,0.039248271,0.167282519,0.00643361
Cuba,CUB,YR2010,0.666666667,0.764273487,0.99845245,1.0,0.014620147,0.001223889,0.032420726,0.136505402,0.006311017
Cuba,CUB,YR2011,0.733333333,0.768502668,0.999815479,1.0,0.004204396,0.001243419,0.03226485,0.173050822,0.006443068
Cuba,CUB,YR2012,0.8,0.776054778,1.0,1.0,0.004553401,0.00148429,0.037118967,0.177430347,0.00668607
Cuba,CUB,YR2013,0.866666667,0.780485349,1.0,1.0,0.0,0.001807623,0.043523224,0.175206183,0.006945078
Cuba,CUB,YR2014,0.933333333,0.78491592,1.0,1.0,0.0,0.001688272,0.040175164,0.195026659,0.007027291
Cuba,CUB,YR2015,1.0,0.788943712,1.0,1.0,0.0,0.001738182,0.039483102,0.200036331,0.007362692
Cyprus,CYP,YR2000,0.0,1.0,1.0,1.0,0.104475687,0.0,0.0,0.032126631,0.001208341
Cyprus,CYP,YR2001,0.066666667,1.0,1.0,1.0,0.094988514,0.0,0.0,0.031616388,0.001274184
Cyprus,CYP,YR2002,0.133333333,1.0,1.0,1.0,0.091355579,0.0,0.0,0.032954095,0.001359308
Cyprus,CYP,YR2003,0.2,1.0,1.0,1.0,0.10297412,0.0,0.0,0.033791832,0.001456436
Cyprus,CYP,YR2004,0.266666667,1.0,1.0,1.0,0.081395502,0.0,0.0,0.03428114,0.001510638
Cyprus,CYP,YR2005,0.333333333,1.0,1.0,1.0,0.07730318,2.17e-06,0.000228476,0.034909043,0.001574663
Cyprus,CYP,YR2006,0.4,1.0,1.0,1.0,0.076413737,2.17e-06,0.00021497,0.036458879,0.001674701
Cyprus,CYP,YR2007,0.466666667,1.0,1.0,1.0,0.077625106,6.51e-06,0.000615915,0.04518469,0.001754368
Cyprus,CYP,YR2008,0.533333333,1.0,1.0,1.0,0.081730043,3.26e-05,0.00295346,0.056994664,0.001830033
Cyprus,CYP,YR2009,0.6,1.0,1.0,1.0,0.081309678,6.73e-05,0.005944637,0.06202482,0.001879506
Cyprus,CYP,YR2010,0.666666667,1.0,1.0,1.0,0.072666502,0.000158411,0.013717216,0.065912287,0.00191843
Cyprus,CYP,YR2011,0.733333333,1.0,1.0,1.0,0.066472276,0.000386263,0.036114298,0.076935592,0.001775467
Cyprus,CYP,YR2012,0.8,1.0,1.0,1.0,0.060200184,0.000557694,0.054486039,0.086512902,0.001698346
Cyprus,CYP,YR2013,0.866666667,1.0,1.0,1.0,0.047091138,0.000709595,0.076226934,0.098516648,0.001543014
Cyprus,CYP,YR2014,0.933333333,1.0,1.0,1.0,0.053106415,0.000687895,0.072876582,0.097140614,0.001564841
Cyprus,CYP,YR2015,1.0,1.0,1.0,1.0,0.053769428,0.000863666,0.08780421,0.103145134,0.001631412
Czech Republic,CZE,YR2000,0.0,0.93152754,1.0,1.0,0.283835374,0.004956315,0.031327161,0.061636949,0.026505641
Czech Republic,CZE,YR2001,0.066666667,0.937770617,1.0,1.0,0.282502765,0.005592129,0.034715989,0.065222938,0.026986915
Czech Republic,CZE,YR2002,0.133333333,0.943610915,1.0,1.0,0.28031637,0.006505706,0.039451598,0.075480658,0.027627524
Czech Republic,CZE,YR2003,0.2,0.947940791,1.0,1.0,0.284173562,0.004077459,0.022689792,0.069756514,0.030108835
Czech Republic,CZE,YR2004,0.266666667,0.952270668,1.0,1.0,0.274623287,0.005948012,0.032714089,0.073806223,0.030463152
Czech Republic,CZE,YR2005,0.333333333,0.956197765,1.0,1.0,0.247215585,0.006796488,0.038228872,0.077942919,0.029786894
Czech Republic,CZE,YR2006,0.4,0.958815829,1.0,1.0,0.232152106,0.007638454,0.042079827,0.081526731,0.030413679
Czech Republic,CZE,YR2007,0.466666667,0.961635283,1.0,1.0,0.214620155,0.007399752,0.038855809,0.08603235,0.031908796
Czech Republic,CZE,YR2008,0.533333333,0.964354043,1.0,1.0,0.198953572,0.008096327,0.04479446,0.092905753,0.030236157
Czech Republic,CZE,YR2009,0.6,0.966569328,1.0,1.0,0.194253292,0.010099251,0.057014318,0.105968027,0.029701771
Czech Republic,CZE,YR2010,0.666666667,0.967576276,1.0,1.0,0.203236199,0.01280743,0.069184223,0.113267171,0.031019365
Czech Republic,CZE,YR2011,0.733333333,0.967475582,1.0,1.0,0.186312356,0.015728271,0.083528859,0.125746628,0.031579943
Czech Republic,CZE,YR2012,0.8,0.969690867,1.0,1.0,0.18770165,0.017501174,0.093039718,0.132409337,0.031573395
Czech Republic,CZE,YR2013,0.866666667,0.970496425,1.0,1.0,0.184675463,0.020200673,0.108238601,0.144453261,0.0313253
Czech Republic,CZE,YR2014,0.933333333,0.971201289,1.0,1.0,0.174781379,0.019903381,0.107788614,0.15386328,0.030893135
Czech Republic,CZE,YR2015,1.0,0.971503373,1.0,1.0,0.163659959,0.020445884,0.114050429,0.153840662,0.03003608
Denmark,DNK,YR2000,0.0,1.0,1.0,1.0,0.06507119,0.012091325,0.154556647,0.111394354,0.01309761
Denmark,DNK,YR2001,0.066666667,1.0,1.0,1.0,0.068917821,0.01268591,0.154953541,0.115403097,0.013707297
Denmark,DNK,YR2002,0.133333333,1.0,1.0,1.0,0.066261312,0.014732234,0.172812412,0.12310396,0.014274059
Denmark,DNK,YR2003,0.2,1.0,1.0,1.0,0.075513417,0.017529384,0.17490873,0.131968327,0.016783745
Denmark,DNK,YR2004,0.266666667,1.0,1.0,1.0,0.06501062,0.020669396,0.235567181,0.149903576,0.014692037
Denmark,DNK,YR2005,0.333333333,1.0,1.0,1.0,0.056234959,0.02129219,0.270716946,0.167305213,0.013167818
Denmark,DNK,YR2006,0.4,1.0,1.0,1.0,0.0616763,0.019966311,0.201736009,0.158390573,0.016574574
Denmark,DNK,YR2007,0.466666667,1.0,1.0,1.0,0.056270054,0.022362008,0.262117887,0.183640363,0.014284609
Denmark,DNK,YR2008,0.533333333,1.0,1.0,1.0,0.052882988,0.021908475,0.27573788,0.192441427,0.013302415
Denmark,DNK,YR2009,0.6,1.0,1.0,1.0,0.054026504,0.021836864,0.276596675,0.200673782,0.013217656
Denmark,DNK,YR2010,0.666666667,1.0,1.0,1.0,0.060853659,0.02697112,0.31983724,0.221548265,0.014119455
Denmark,DNK,YR2011,0.733333333,1.0,1.0,1.0,0.046275885,0.030772987,0.402554356,0.24794265,0.012797859
Denmark,DNK,YR2012,0.8,1.0,1.0,1.0,0.040345447,0.032196517,0.483294179,0.283039874,0.011150684
Denmark,DNK,YR2013,0.866666667,1.0,1.0,1.0,0.042948705,0.034650805,0.459622411,0.283671498,0.012627248
Denmark,DNK,YR2014,0.933333333,1.0,1.0,1.0,0.023079097,0.039040746,0.55902763,0.314056603,0.011689799
Denmark,DNK,YR2015,1.0,1.0,1.0,1.0,0.02091309,0.04114783,0.65508638,0.344128946,0.010512622
Djibouti,DJI,YR2000,0.0,0.0464203,0.561362676,0.475930806,0.139559752,0.0,0.0,0.326211379,4.79e-05
Djibouti,DJI,YR2001,0.066666667,0.048534891,0.525848807,0.483282687,0.146867721,0.0,0.0,0.328616803,5.15e-05
Djibouti,DJI,YR2002,0.133333333,0.050850871,0.099138828,0.474497965,0.155756034,0.0,0.0,0.336600851,5.52e-05
Djibouti,DJI,YR2003,0.2,0.053670325,0.45316224,0.497925285,0.157880939,0.0,0.0,0.341130687,5.52e-05
Djibouti,DJI,YR2004,0.266666667,0.055784916,0.416320008,0.505284607,0.143707481,0.0,0.0,0.348807223,6.06e-05
Djibouti,DJI,YR2005,0.333333333,0.058402981,0.379375521,0.512715091,0.140737532,0.0,0.0,0.343343669,9.08e-05
Djibouti,DJI,YR2006,0.4,0.062027993,0.096129269,0.541557389,0.129596944,0.0,0.0,0.34243269,9.37e-05
Djibouti,DJI,YR2007,0.466666667,0.065250227,0.305811488,0.527926893,0.13389387,0.0,0.0,0.337423299,9.99e-05
Djibouti,DJI,YR2008,0.533333333,0.069479408,0.26949818,0.535767466,0.13483349,0.0,0.0,0.343850711,0.000105738
Djibouti,DJI,YR2009,0.6,0.072701641,0.233527563,0.543760456,0.115894805,0.0,0.0,0.345609432,0.000109376
Djibouti,DJI,YR2010,0.666666667,0.077434297,0.197684771,0.551884096,0.1268872,0.0,0.0,0.357232814,0.000120289
Djibouti,DJI,YR2011,0.733333333,0.082066257,0.161901102,0.560116572,0.104569187,0.0,0.0,0.3573453,0.000123199
Djibouti,DJI,YR2012,0.8,0.086194744,0.040675135,0.564017184,0.109918449,0.0,0.0,0.353419964,0.000125382
Djibouti,DJI,YR2013,0.866666667,0.091632263,0.090012378,0.576820963,0.104533237,0.0,0.0,0.352890772,0.000128656
Djibouti,DJI,YR2014,0.933333333,0.096667002,0.053693288,0.585249344,0.095701412,0.0,0.0,0.354304063,0.000128656
Djibouti,DJI,YR2015,1.0,0.10270869,0.017010168,0.593699493,0.060524675,0.0,0.0,0.159567796,0.000129747
Dominica,DMA,YR2000,0.0,0.782096466,0.807646753,0.766215819,0.035074751,6.94e-05,0.41560163,0.114477539,1.04e-05
Dominica,DMA,YR2001,0.066666667,0.793575672,0.821581238,0.78315165,0.044144535,5.86e-05,0.333759189,0.097373087,1.18e-05
Dominica,DMA,YR2002,0.133333333,0.807169469,0.876608102,0.850030742,0.037488557,7.79e-05,0.449330251,0.140836964,1.15e-05
Dominica,DMA,YR2003,0.2,0.815627832,0.849139467,0.816645642,0.042648902,6.18e-05,0.363072363,0.109327752,1.1e-05
Dominica,DMA,YR2004,0.266666667,0.826100091,0.862884829,0.833351615,0.033977013,7.31e-05,0.294850358,0.103664608,1.12e-05
Dominica,DMA,YR2005,0.333333333,0.836270265,0.876688742,0.85012875,0.036593294,6.05e-05,0.235254264,0.099584557,1.29e-05
Dominica,DMA,YR2006,0.4,0.843620985,0.890612205,0.867051186,0.030756936,6.03e-05,0.22806523,0.089592363,1.35e-05
Dominica,DMA,YR2007,0.466666667,0.851877958,0.904715837,0.884192596,0.059029966,4.75e-05,0.175067203,0.080371217,1.38e-05
Dominica,DMA,YR2008,0.533333333,0.858725204,0.908710059,0.889047134,0.02717272,4.47e-05,0.159449329,0.077375278,1.42e-05
Dominica,DMA,YR2009,0.6,0.867687041,0.933585987,0.919281084,0.029943108,5.03e-05,0.173012386,0.084697046,1.62e-05
Dominica,DMA,YR2010,0.666666667,0.873628033,0.948307349,0.937173278,0.033903192,6.27e-05,0.197008842,0.092440044,1.85e-05
Dominica,DMA,YR2011,0.733333333,0.879266942,0.963179336,0.955248539,0.029143448,9.72e-05,0.296701031,0.11905415,1.89e-05
Dominica,DMA,YR2012,0.8,0.885812104,0.978171869,0.973470311,0.035719124,7.25e-05,0.22327128,0.100974878,1.94e-05
Dominica,DMA,YR2013,0.866666667,0.891148928,0.988516537,0.986043116,0.032261745,7.97e-05,0.255473352,0.102507244,1.91e-05
Dominica,DMA,YR2014,0.933333333,0.895982278,0.995797428,0.994892237,0.029561307,6.65e-05,0.207977121,0.089344109,1.97e-05
Dominica,DMA,YR2015,1.0,0.899909375,0.999026602,0.998816942,0.070200404,5.3e-05,0.161764593,0.081231147,3.74e-05
Dominican Republic,DOM,YR2000,0.0,0.800926392,0.737051545,0.958214187,0.108462493,0.002601848,0.091481625,0.191137918,0.004659477
Dominican Republic,DOM,YR2001,0.066666667,0.809384755,0.762957594,0.962806332,0.098231538,0.002072365,0.074594982,0.191699229,0.004533611
Dominican Republic,DOM,YR2002,0.133333333,0.81663478,0.76650179,0.959455543,0.098874768,0.002690819,0.088714506,0.165110894,0.004953772
Dominican Republic,DOM,YR2003,0.2,0.825596617,0.785310417,0.939497366,0.088331276,0.003775827,0.120947527,0.193735179,0.004944677
Dominican Republic,DOM,YR2004,0.266666667,0.833148726,0.803889495,0.945434417,0.067335846,0.004346541,0.165161854,0.213113436,0.004142916
Dominican Republic,DOM,YR2005,0.333333333,0.839895277,0.807399834,0.94129201,0.066456901,0.005190677,0.177930607,0.20059108,0.004598363
Dominican Republic,DOM,YR2006,0.4,0.846239049,0.819370172,0.931590864,0.055242044,0.004832624,0.15382596,0.191211546,0.005025435
Dominican Republic,DOM,YR2007,0.466666667,0.854798107,0.918215479,0.995207153,0.045094771,0.004604773,0.141312373,0.189018335,0.005202594
Dominican Republic,DOM,YR2008,0.533333333,0.861041184,0.932915818,0.994785423,0.040860817,0.003797527,0.116083344,0.186095331,0.005348468
Dominican Republic,DOM,YR2009,0.6,0.866378008,0.938810379,0.996742302,0.036747476,0.003988488,0.130471049,0.182075243,0.005214599
Dominican Republic,DOM,YR2010,0.666666667,0.872218306,0.946585714,0.997161082,0.032475965,0.003888667,0.118893003,0.176113381,0.005560549
Dominican Republic,DOM,YR2011,0.733333333,0.878159299,0.939939686,0.996580859,0.031143379,0.00422719,0.120901179,0.178888858,0.005765354
Dominican Republic,DOM,YR2012,0.8,0.883194039,0.941925643,0.995753346,0.035141945,0.005407678,0.144771885,0.17684012,0.006128402
Dominican Republic,DOM,YR2013,0.866666667,0.889135032,0.952110029,0.998580657,0.020849333,0.006612037,0.165703748,0.181652961,0.006413966
Dominican Republic,DOM,YR2014,0.933333333,0.894270466,0.956276813,0.998291911,0.01170686,0.005112556,0.133399252,0.186940448,0.006738817
Dominican Republic,DOM,YR2015,1.0,0.898600342,0.958993401,0.997893737,0.013289972,0.004659023,0.116329248,0.170974833,0.006696619
Ecuador,ECU,YR2000,0.0,0.870909274,0.847282418,0.989058342,0.087311078,0.016511647,0.71704817,0.207835026,0.003842802
Ecuador,ECU,YR2001,0.066666667,0.878058604,0.854150697,0.989395268,0.091244777,0.015344178,0.639936009,0.191233614,0.004002135
Ecuador,ECU,YR2002,0.133333333,0.887725305,0.861517198,0.989701777,0.078827868,0.016329365,0.633017472,0.187347333,0.004306979
Ecuador,ECU,YR2003,0.2,0.896787836,0.858247849,0.991356979,0.076588018,0.01558288,0.621972757,0.186436911,0.004182568
Ecuador,ECU,YR2004,0.266666667,0.902225355,0.87694293,0.990356933,0.056807062,0.016084154,0.575757886,0.165703104,0.004665662
Ecuador,ECU,YR2005,0.333333333,0.907662874,0.876795929,0.995961218,0.055345142,0.015159727,0.551186539,0.126187673,0.00459327
Ecuador,ECU,YR2006,0.4,0.915617763,0.894023043,0.994219307,0.049175424,0.015789031,0.516966351,0.134574266,0.005102556
Ecuador,ECU,YR2007,0.466666667,0.920451113,0.906666509,0.995531928,0.065938321,0.020087832,0.565439986,0.132879496,0.005938148
Ecuador,ECU,YR2008,0.533333333,0.925183768,0.921159128,0.994960631,0.042744624,0.024966026,0.611440536,0.156542619,0.006827578
Ecuador,ECU,YR2009,0.6,0.930419897,0.911312886,0.987616953,0.070431757,0.020489285,0.508502941,0.137977281,0.006737362
Ecuador,ECU,YR2010,0.666666667,0.935253247,0.926360237,0.9965257,0.066236053,0.019258886,0.454937087,0.125601756,0.007079311
Ecuador,ECU,YR2011,0.733333333,0.939482429,0.911330291,0.997355188,0.063058346,0.024768555,0.55561102,0.138456698,0.007455818
Ecuador,ECU,YR2012,0.8,0.943510221,0.923084614,0.995474806,0.051897342,0.027203312,0.548716211,0.135908508,0.008293593
Ecuador,ECU,YR2013,0.866666667,0.946933844,0.947169157,0.99448129,0.056755227,0.024729495,0.489939042,0.131505886,0.008444196
Ecuador,ECU,YR2014,0.933333333,0.949853993,0.970446718,0.99794725,0.060820475,0.025938193,0.491771717,0.126758527,0.008824705
Ecuador,ECU,YR2015,1.0,0.952069278,0.963866318,0.998407741,0.070924297,0.029596839,0.528051295,0.143342835,0.009378735
"Egypt, Arab Rep.",EGY,YR2000,0.0,0.831638304,0.958869367,0.993903689,0.054565639,0.030019992,0.177041744,0.084052544,0.028408913
"Egypt, Arab Rep.",EGY,YR2001,0.066666667,0.851374484,0.960153072,0.991835802,0.068278824,0.033311905,0.18433318,0.079954116,0.030278355
"Egypt, Arab Rep.",EGY,YR2002,0.133333333,0.876246098,0.963860249,0.992112637,0.069625582,0.02834691,0.146468675,0.075315578,0.032427539
"Egypt, Arab Rep.",EGY,YR2003,0.2,0.887725305,0.977929904,0.996342213,0.070686397,0.029049995,0.140650689,0.076637184,0.034607645
"Egypt, Arab Rep.",EGY,YR2004,0.266666667,0.90212466,0.989008976,0.997613698,0.077530837,0.028572592,0.129986924,0.078264646,0.036832495
"Egypt, Arab Rep.",EGY,YR2005,0.333333333,0.919242775,0.990971325,0.997561475,0.098848557,0.028635522,0.121414542,0.06735064,0.039521158
"Egypt, Arab Rep.",EGY,YR2006,0.4,0.930923371,0.987074985,0.993586948,0.096570316,0.029384177,0.117337431,0.064675154,0.041964637
"Egypt, Arab Rep.",EGY,YR2007,0.466666667,0.939583124,0.982802833,0.994208616,0.096621186,0.03546022,0.130598637,0.063212019,0.045501261
"Egypt, Arab Rep.",EGY,YR2008,0.533333333,0.945624811,0.992977697,0.998780738,0.090388676,0.033841389,0.119014392,0.061935719,0.047651537
"Egypt, Arab Rep.",EGY,YR2009,0.6,0.953076226,0.991629411,0.995885064,0.085918169,0.030371534,0.100694818,0.059787663,0.050547188
"Egypt, Arab Rep.",EGY,YR2010,0.666666667,0.959621388,0.994844542,0.996026551,0.072965582,0.032007726,0.100483739,0.05938537,0.053383181
"Egypt, Arab Rep.",EGY,YR2011,0.733333333,0.962440842,0.998665213,0.997987183,0.078509427,0.031857995,0.093272227,0.057938494,0.057242837
"Egypt, Arab Rep.",EGY,YR2012,0.8,0.964555432,0.998466657,0.994303871,0.079609478,0.031721284,0.088797808,0.057622403,0.059773985
"Egypt, Arab Rep.",EGY,YR2013,0.866666667,0.96828114,1.0,0.999589399,0.068170075,0.032389649,0.088822483,0.059217261,0.061114861
"Egypt, Arab Rep.",EGY,YR2014,0.933333333,0.970899205,0.997993628,0.998780738,0.07540819,0.033663448,0.088712752,0.060857974,0.062459739
"Egypt, Arab Rep.",EGY,YR2015,1.0,0.9729131,1.0,0.999988372,0.06540502,0.03261533,0.082596276,0.059232607,0.06618116
El Salvador,SLV,YR2000,0.0,0.562078341,0.650600142,0.952423204,0.111519348,0.0042554,0.580716976,0.527695213,0.001210887
El Salvador,SLV,YR2001,0.066666667,0.587554123,0.699733461,0.964814005,0.117786527,0.004622133,0.541869303,0.520728733,0.001412419
El Salvador,SLV,YR2002,0.133333333,0.612224348,0.70972682,0.966772665,0.116936378,0.004626473,0.513880046,0.526432507,0.001491722
El Salvador,SLV,YR2003,0.2,0.63578693,0.711330052,0.957289609,0.121518072,0.005496649,0.572582487,0.497764929,0.00159176
El Salvador,SLV,YR2004,0.266666667,0.658745343,0.718065956,0.957049938,0.115529937,0.005338238,0.546446446,0.491649276,0.001620135
El Salvador,SLV,YR2005,0.333333333,0.678682912,0.720855596,0.956787724,0.114062565,0.006095573,0.582441707,0.489595216,0.001736906
El Salvador,SLV,YR2006,0.4,0.700634377,0.755759462,0.9658059,0.116433806,0.0070417,0.57385224,0.494355687,0.002039567
El Salvador,SLV,YR2007,0.466666667,0.720974726,0.794459174,0.964450799,0.096524125,0.00708727,0.562060796,0.345120571,0.002096316
El Salvador,SLV,YR2008,0.533333333,0.739804652,0.793280139,0.957148577,0.094817135,0.008096327,0.625193456,0.383166136,0.002153429
El Salvador,SLV,YR2009,0.6,0.755915819,0.802667885,0.958149981,0.08812807,0.00707642,0.563041277,0.303941956,0.002089405
El Salvador,SLV,YR2010,0.666666667,0.77524922,0.814393316,0.961856465,0.087211425,0.0084457,0.650428011,0.319186972,0.00215925
El Salvador,SLV,YR2011,0.733333333,0.790051354,0.837686907,0.966223229,0.084830441,0.008306819,0.629320823,0.314448313,0.002195263
El Salvador,SLV,YR2012,0.8,0.805054879,0.856253395,0.973737213,0.078379529,0.008152748,0.602397887,0.282767203,0.002251285
El Salvador,SLV,YR2013,0.866666667,0.822172994,0.899679327,0.972703071,0.064809642,0.008226528,0.604457435,0.292162236,0.002264017
El Salvador,SLV,YR2014,0.933333333,0.834054979,0.902314025,0.973032504,0.065669985,0.008061607,0.597003677,0.293243168,0.002246192
El Salvador,SLV,YR2015,1.0,0.84603766,0.905700501,0.975614755,0.07220581,0.007514763,0.5782507,0.253148661,0.002161068
Equatorial Guinea,GNQ,YR2000,0.0,0.224348001,0.406928274,0.955673093,0.0,1.52e-05,0.139170774,0.545476884,7.16e-07
Equatorial Guinea,GNQ,YR2001,0.066666667,0.227368845,0.414267135,0.950868862,0.0,8.46e-05,0.419372209,0.25007103,1.62e-05
Equatorial Guinea,GNQ,YR2002,0.133333333,0.238042493,0.421419171,0.946032724,0.033735759,8.46e-05,0.419372209,0.159662444,1.62e-05
Equatorial Guinea,GNQ,YR2003,0.2,0.242976538,0.42834472,0.941199098,0.069370252,8.46e-05,0.393955712,0.153818231,1.84e-05
Equatorial Guinea,GNQ,YR2004,0.266666667,0.251938375,0.435150355,0.936402309,0.0,8.46e-05,0.319685373,0.127784052,2.68e-05
Equatorial Guinea,GNQ,YR2005,0.333333333,0.258785621,0.441905733,0.931676588,0.008638938,8.46e-05,0.245293179,0.081528269,2.68e-05
Equatorial Guinea,GNQ,YR2006,0.4,0.266136341,0.448709112,0.927056448,0.020182903,8.46e-05,0.195988017,0.068828033,2.68e-05
Equatorial Guinea,GNQ,YR2007,0.466666667,0.277313463,0.455647814,0.922576121,0.024068649,8.46e-05,0.150585388,0.058975153,2.68e-05
Equatorial Guinea,GNQ,YR2008,0.533333333,0.283355151,0.462784399,0.918260536,0.00169818,8.46e-05,0.122262117,0.065489581,2.68e-05
Equatorial Guinea,GNQ,YR2009,0.6,0.291511429,0.470121823,0.914097415,0.010563992,8.46e-05,0.108639597,0.063273644,2.68e-05
Equatorial Guinea,GNQ,YR2010,0.666666667,0.30097674,0.47761361,0.910064897,0.017202576,3.04e-05,0.034147756,0.061740406,2.68e-05
Equatorial Guinea,GNQ,YR2011,0.733333333,0.306212869,0.428183889,0.915870904,0.021081627,3.04e-05,0.034147756,0.058557644,8.46e-05
Equatorial Guinea,GNQ,YR2012,0.8,0.310341355,0.492957808,0.902304602,0.021009209,3.04e-05,0.034147756,0.055525976,0.000142115
Equatorial Guinea,GNQ,YR2013,0.866666667,0.325042795,0.500747529,0.898533291,0.016663537,3.91e-05,0.043480062,0.061813829,0.000142115
Equatorial Guinea,GNQ,YR2014,0.933333333,0.332896989,0.508576927,0.894805514,0.022009432,0.001178318,0.578298714,0.079296055,0.000142115
Equatorial Guinea,GNQ,YR2015,1.0,0.335414359,0.516408119,0.891099504,0.001597468,0.001178318,0.578298714,0.081158557,0.000324003
Eritrea,ERI,YR2000,0.0,0.054274494,0.183294288,0.742811773,0.148634322,2.17e-06,0.004762102,0.796593695,5.88e-05
Eritrea,ERI,YR2001,0.066666667,0.058402981,0.194928243,0.739006695,0.139275774,2.17e-06,0.004292023,0.776489034,6.72e-05
Eritrea,ERI,YR2002,0.133333333,0.064243279,0.026909424,0.735420089,0.134241156,2.17e-06,0.003861164,0.776305756,7.66e-05
Eritrea,ERI,YR2003,0.2,0.069177324,0.217834392,0.731335237,0.158429196,2.17e-06,0.003610258,0.778550248,8.32e-05
Eritrea,ERI,YR2004,0.266666667,0.072399557,0.229240935,0.7275376,0.135693846,2.17e-06,0.003533715,0.727255128,8.54e-05
Eritrea,ERI,YR2005,0.333333333,0.081260699,0.240714603,0.723811033,0.135453288,2.17e-06,0.003472366,0.776642191,8.72e-05
Eritrea,ERI,YR2006,0.4,0.086698218,0.252337982,0.720190046,0.116010539,4.34e-06,0.007435252,0.815053254,8.03e-05
Eritrea,ERI,YR2007,0.466666667,0.093344074,0.264175241,0.716708871,0.120085913,4.34e-06,0.006944732,0.830211652,8.72e-05
Eritrea,ERI,YR2008,0.533333333,0.099587151,0.276293503,0.713392439,0.12982065,4.34e-06,0.00696893,0.849665321,8.68e-05
Eritrea,ERI,YR2009,0.6,0.10754204,0.288674726,0.71022847,0.137000885,4.34e-06,0.006779942,0.848706968,8.97e-05
Eritrea,ERI,YR2010,0.666666667,0.115194844,0.301307727,0.707195105,0.138048527,4.34e-06,0.006431135,0.842902405,9.56e-05
Eritrea,ERI,YR2011,0.733333333,0.121236532,0.314158152,0.704270576,0.124178453,4.34e-06,0.005934964,0.83776541,0.00010501
Eritrea,ERI,YR2012,0.8,0.127983083,0.329354365,0.701433116,0.12925447,4.34e-06,0.005571261,0.832354523,0.000113013
Eritrea,ERI,YR2013,0.866666667,0.134125466,0.344650687,0.698660958,0.132224273,4.34e-06,0.005405629,0.832388198,0.000114468
Eritrea,ERI,YR2014,0.933333333,0.141878965,0.360013764,0.695932334,0.125949611,4.34e-06,0.005154853,0.829244749,0.000117015
